state,year,law,definition,status,link
New Jersey,1997,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1997,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1997,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1997,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1997,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1997,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1997,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1997,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1997,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1997,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1997,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1997,college,No gun carrying allowed on college campuses,Current,
New Jersey,1997,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1997,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1997,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1997,mayissue,"""May issue"" state",Current,
New Jersey,1997,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1997,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1997,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1997,nosyg,No stand your ground law,Current,
New Jersey,1997,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
New Jersey,1997,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Jersey,1997,cap16,Criminal liability applies to children less than 16 years old,Current,
New Jersey,1997,cap14,Criminal liability applies to children less than 14 years old,Current,
New Jersey,1997,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
New Jersey,1997,preemption,State law does not preempt local regulation of firearms,Current,
New Jersey,1997,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Jersey,1997,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Jersey,1998,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1998,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1998,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1998,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1998,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1998,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1998,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1998,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1998,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1998,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1998,security,At least one store security precaution required,Current,
New Jersey,1998,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1998,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1998,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1998,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1998,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1998,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1998,age18longgunpossess,No possession of long guns until age 18,Current,
New Jersey,1998,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1998,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1998,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1998,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1998,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1998,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1998,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1998,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1998,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1998,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1998,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1998,college,No gun carrying allowed on college campuses,Current,
New Jersey,1998,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1998,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1998,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1998,mayissue,"""May issue"" state",Current,
New Jersey,1998,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1998,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1998,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1998,nosyg,No stand your ground law,Current,
New Jersey,1998,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
New Jersey,1998,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Jersey,1998,cap16,Criminal liability applies to children less than 16 years old,Current,
New Jersey,1998,cap14,Criminal liability applies to children less than 14 years old,Current,
New Jersey,1998,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
